"catch-difficulty","catch-phrase","color-1","color-2","creature-type","critterpedia-filename","critterpedia-image","description","furniture-filename","furniture-image","hha-base-points","hha-category","icon-filename","icon-image","id","lighting-type","movement-speed","name","nh-apr","nh-aug","nh-dec","nh-feb","nh-jan","nh-jul","nh-jun","nh-mar","nh-may","nh-nov","nh-oct","nh-sep","sell","sh-apr","sh-aug","sh-dec","sh-feb","sh-jan","sh-jul","sh-jun","sh-mar","sh-may","sh-nov","sh-oct","sh-sep","shadow","size","spawn-rates","surface","total-catches-to-unlock","vision","weather","where-how"
NA,"I caught an earth-boring dung beetle! It's not boring at all!","Purple","Orange","Insect","InsectOhsenchikogane","https://acnhcdn.com/latest/BookInsectIcon/InsectOhsenchikoganeCropped.png","Earth-boring dung beetles are considered quite handsome by some, thanks to their metallic luster. In fact, some even think them to be good omens and bringers of favorable fortune. But I must protest! These field- ravaging pests love to burrow under piles of dung and lay their eggs. They raise their young under DUNG! Need I say more? Ick. I think not.","FtrInsectSenchikogane","https://acnhcdn.com/latest/FtrIcon/FtrInsectSenchikoganeCropped.png",64,"Pet","Ins42","https://acnhcdn.com/latest/MenuIcon/Ins42.png","I51",NA,NA,"earth-boring dung beetle",NA,"All day",NA,NA,NA,"All day",NA,NA,NA,NA,NA,"All day",300,NA,NA,NA,"All day","All day",NA,NA,"All day",NA,NA,NA,NA,NA,"1x1","30","No",0,NA,"Any weather","On the ground"
NA,"I caught an emperor butterfly! It's not your average monarch!","Blue","Orange","Insect","InsectMorufuocho","https://acnhcdn.com/latest/BookInsectIcon/InsectMorufuochoCropped.png","The emperor butterfly is called the jewel of the forest. But its vivid blue hue... Ewww, let me tell you! The color does not come from a dye, but rather from light reflecting off layers of translucent scales. Yes, butterfly wings are covered in tiny scales! SCALES! Butterfly? Bah! More like snake of the sky!","FtrInsectMorufuocho","https://acnhcdn.com/latest/FtrIcon/FtrInsectMorufuochoCropped.png",64,"Pet","Ins5","https://acnhcdn.com/latest/MenuIcon/Ins5.png","I9",NA,NA,"emperor butterfly",NA,"5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",4000,NA,"5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,"1x1","5","Yes",20,NA,"Any except rain","Flying near flowers"
NA,"I caught an evening cicada! Better than an odding cicada...; I caught an evening cicada! This time it's WETTER than an odding cicada.","Black","Orange","Insect","InsectHigurashi","https://acnhcdn.com/latest/BookInsectIcon/InsectHigurashiCropped.png","The evening cicada certainly knows how to ruin a quiet moment. As the sun sets, it strikes up a sad song so sonorous, one can't hear one's own thoughts! I'd feel sorry for its melancholy moods if it weren't so very vocal about how it feels. Ugh, please pipe down...","FtrInsectHigurashi","https://acnhcdn.com/latest/FtrIcon/FtrInsectHigurashiCropped.png",64,"Pet","Ins20","https://acnhcdn.com/latest/MenuIcon/Ins20.png","I30",NA,NA,"evening cicada",NA,"4 AM – 8 AM; 4 PM – 7 PM",NA,NA,NA,"4 AM – 8 AM; 4 PM – 7 PM",NA,NA,NA,NA,NA,NA,550,NA,NA,NA,"4 AM – 8 AM; 4 PM – 7 PM","4 AM – 8 AM; 4 PM – 7 PM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","50","Yes",0,NA,"Any weather","On hardwood/cedar trees"
NA,"I caught a firefly! I'm on fire now!","Black","Blue","Insect","InsectHotaru","https://acnhcdn.com/latest/BookInsectIcon/InsectHotaruCropped.png","The firefly isn't a fly at all! It is a beetle, you see—and one known for its ghastly glowing backside. This light is called ""bioluminescence"" and it is caused by...by...a chemical reaction in the rump. Males flash about in the night sky to attract females, while their larvae turn on the glow to put off predators. Speaking of their yucky young, firefly larvae love to dine on snails! Hoo! Ewwww!","FtrInsectHotaru","https://acnhcdn.com/latest/FtrIcon/FtrInsectHotaruCropped.png",64,"Pet","Ins41","https://acnhcdn.com/latest/MenuIcon/Ins41.png","I36",NA,NA,"firefly",NA,NA,NA,NA,NA,NA,"7 PM – 4 AM",NA,NA,NA,NA,NA,300,NA,NA,"7 PM – 4 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1x1","200","No",0,NA,"Any except rain","Flying near water"
NA,"I caught a flea! The curse is lifted.","Brown","White","Insect","InsectNomi","https://acnhcdn.com/latest/BookInsectIcon/InsectNomiCropped.png","Allow me to be blunt. The flea is foul! It is also disgusting, repugnant, and vile! Hoo! But I digress... This horrid pest sucks the blood of humans and animals. In fact, it is the flea's own saliva that makes us itch! And did you know their legs are so strong, they can jump more than 50 times their body length? So you see, it's all too easy for a flea to jump from you to me! I itch at the very thought.","FtrInsectNomi","https://acnhcdn.com/latest/FtrIcon/FtrInsectNomiCropped.png",64,"Pet","Ins56","https://acnhcdn.com/latest/MenuIcon/Ins56.png","I74",NA,NA,"flea","All day","All day",NA,NA,NA,"All day","All day",NA,"All day","All day","All day","All day",70,"All day",NA,"All day","All day","All day",NA,NA,"All day","All day","All day","All day",NA,NA,"1x1","5–10","No",0,NA,"Any weather","On villagers"
NA,"I caught a fly! I was just wingin' it...","Black","White","Insect","InsectHae","https://acnhcdn.com/latest/BookInsectIcon/InsectHaeCropped.png","The foul fly is quite the disquieting creature. I tell you, it tastes its food with its feet! Yeep! In fact, when flies rub their legs together, they do so to get rid of debris blocking their taste receptors. And did you know, their hairy toes release a sticky goo so they can walk on any surface? Even your ceiling! This gross goo gets on your food too!","FtrInsectHae","https://acnhcdn.com/latest/FtrIcon/FtrInsectHaeCropped.png",64,"Pet","Ins59","https://acnhcdn.com/latest/MenuIcon/Ins59.png","I72",NA,NA,"fly","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",60,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",NA,"1x1","0","No",0,NA,"Any weather","Flying near trash (boots, tires, cans) or rotten turnips"
NA,"I caught a giant cicada! I guess it's PRETTY big...; I caught a giant cicada! Guess it doesn't feel like singing in the rain!","Black","Yellow","Insect","InsectKumazemi","https://acnhcdn.com/latest/BookInsectIcon/InsectKumazemiCropped.png","The giant cicada is rather aptly named. That is, it's a truly enormous bug. Ugh! These beasts spend most of their lives underground where they gorge on tree roots. But once they emerge, they make an awful racket. In fact, some say their song sounds like a shrieking siren. I would rather listen to nails on a chalkboard.","FtrInsectKumazemi","https://acnhcdn.com/latest/FtrIcon/FtrInsectKumazemiCropped.png",64,"Pet","Ins65","https://acnhcdn.com/latest/MenuIcon/Ins65.png","I28",NA,NA,"giant cicada",NA,"8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM",NA,NA,NA,NA,NA,NA,500,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","50","Yes",20,NA,"Any weather","On hardwood/cedar trees"
NA,"Whoaaa! I caught a giant stag! I'm gonna need way bigger pockets...","Black","Black","Insect","InsectOhkuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectOhkuwagataCropped.png","It is said the giant stag is a popular pet among bug enthusiasts. Though how one might consider oneself enthusiastic about bugs is quite beyond me... But I digress. Giant stags look fearsome with their enormous curved mandibles. But in truth, they're really quite cowardly. Oh how they love to hide away in rotting wood, only to reveal themselves under the cover of dark. Hoot! I shall never turn off the lights again!","FtrInsectOhkuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectOhkuwagataCropped.png",64,"Pet","Ins47","https://acnhcdn.com/latest/MenuIcon/Ins47.png","I57",NA,NA,"giant stag",NA,"11 PM – 8 AM",NA,NA,NA,"11 PM – 8 AM",NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,"11 PM – 8 AM","11 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","5","Yes",50,NA,"Any weather","On trees (any kind)"
NA,"I caught a giant water bug! It should've stayed in the water!","Brown","Blue","Insect","InsectTagame","https://acnhcdn.com/latest/BookInsectIcon/InsectTagameCropped.png","How to put this gently? Ah yes... BEWARE the giant water bug! I tell you, this vicious predator has been known to attack fish, frogs, and even snakes! SNAKES! Truth be told, no one is safe! Its nickname is ""the toe-biter,"" for goodness sakes! Now, one final fact before I faint... The gruesome bug uses its nose...to inject its prey...with digestive juices. Hoo... Must stop thinking about...the unthinkable.","FtrInsectTagame","https://acnhcdn.com/latest/FtrIcon/FtrInsectTagameCropped.png",64,"Pet","Ins76","https://acnhcdn.com/latest/MenuIcon/Ins76.png","I40",NA,NA,"giant water bug","7 PM – 8 AM","7 PM – 8 AM",NA,NA,NA,"7 PM – 8 AM","7 PM – 8 AM",NA,"7 PM – 8 AM",NA,NA,"7 PM – 8 AM",2000,NA,NA,"7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",NA,NA,"7 PM – 8 AM",NA,"7 PM – 8 AM","7 PM – 8 AM",NA,NA,"1x1","5","No",50,NA,"Any weather","On rivers/ponds"
NA,"I caught a giraffe stag! Does that make it a longhorn?","Black","Black","Insect","InsectGirafanokogirikuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectGirafanokogirikuwagataCropped.png","The giraffe stag beetle is a bug of preposterous proportions. Not only is its body rather large, it has two long, jagged jaws that can put it over five inches in size! The giraffe stag beetle's long jaws have been compared to the long neck of the giraffe...hence the name. But I say such comparisons are a stretch. Giraffe necks are NOT lined with spikes! If I were a giraffe, I would protest.","FtrInsectGirafanokogirikuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectGirafanokogirikuwagataCropped.png",64,"Pet","Ins77","https://acnhcdn.com/latest/MenuIcon/Ins77.png","I61",NA,NA,"giraffe stag",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","1","Yes",100,NA,"Any weather","On palm trees"
NA,"Wooooow! I caught a golden stag! Does this mean I can retire?","Black","Yellow","Insect","InsectOugononikuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectOugononikuwagataCropped.png","Yes. Yes. The golden stag beetle is quite the prize thanks to its metallic gold coloring. But let me speak plainly... The golden stag is NOT made of gold. It is made of BUG, through and through. And thus it is vile! Golden stag? Bah! Gross stag is more like it.","FtrInsectOugononikuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectOugononikuwagataCropped.png",64,"Pet","Ins50","https://acnhcdn.com/latest/MenuIcon/Ins50.png","I60",NA,NA,"golden stag",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","1","Yes",100,NA,"Any weather","On palm trees"
NA,"I caught a goliath beetle! Am I a legend or what?","Red","Black","Insect","InsectGoraiasuohtsunohanamuguri","https://acnhcdn.com/latest/BookInsectIcon/InsectGoraiasuohtsunohanamuguriCropped.png","Hoo! Ewww! The goliath beetle is a colossal creature that can grow up to four-inches long. Yes, they love to sup on sap and pollen, and frolic among the flowers. But did you know, the goliath beetle has a horn upon its head that it uses to fight its foes? And picture this... Each one of this behemoth's legs ends in pincers! Deep...calming...breaths...","FtrInsectGoraiasuohtsunohanamuguri","https://acnhcdn.com/latest/FtrIcon/FtrInsectGoraiasuohtsunohanamuguriCropped.png",64,"Pet","Ins55","https://acnhcdn.com/latest/MenuIcon/Ins55.png","I54",NA,NA,"goliath beetle",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,"5 PM – 8 AM",8000,NA,NA,"5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM",NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,"1x1","2","Yes",100,NA,"Any weather","On palm trees"
NA,"I caught a grasshopper! They're a grass act!","Green","Beige","Insect","InsectKirigirisu","https://acnhcdn.com/latest/BookInsectIcon/InsectKirigirisuCropped.png","Grasshoppers are known for making a ""chirping"" sound. Though it doesn't sound like chirping to me... They make this rude racket by rubbing their hind legs against their wings. And though they eat seeds and pollen, they sometimes prey on smaller insects too. I say! Such violent table manners should not be tolerated! Horrible hoppers.","FtrInsectKirigirisu","https://acnhcdn.com/latest/FtrIcon/FtrInsectKirigirisuCropped.png",64,"Pet","Ins32","https://acnhcdn.com/latest/MenuIcon/Ins32.png","I19",NA,NA,"grasshopper",NA,"8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM",NA,NA,NA,NA,NA,"8 AM – 5 PM",160,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM",NA,NA,"8 AM – 5 PM",NA,NA,NA,NA,NA,"1x1","60","No",0,NA,"Any except rain","On the ground"
NA,"I caught a great purple emperor! Its purple reign is over now!","Purple","Orange","Insect","InsectOhmurasaki","https://acnhcdn.com/latest/BookInsectIcon/InsectOhmurasakiCropped.png","The great purple emperor lives high in the treetops and is renowned for its pretty purple-hued wings. Its impressive bird-like wingspan and elusive nature have made it a favorite among butterfly aficionados. But truth be told, the so-called great purple emperor has some not-so-great personal peculiarities. For one...it has two horrid HORNS upon its head when it is in its caterpillar form. For two...it has been known to dine on feces and animal carcasses! Hoo! That's why I call it the Emperor of EWWW!","FtrInsectOhmurasaki","https://acnhcdn.com/latest/FtrIcon/FtrInsectOhmurasakiCropped.png",64,"Pet","Ins74","https://acnhcdn.com/latest/MenuIcon/Ins74.png","I7",NA,NA,"great purple emperor",NA,"4 AM – 7 PM",NA,NA,NA,"4 AM – 7 PM","4 AM – 7 PM",NA,"4 AM – 7 PM",NA,NA,NA,3000,NA,NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,NA,NA,NA,"4 AM – 7 PM",NA,NA,NA,"1x1","5","Yes",50,NA,"Any except rain","Flying near flowers"
NA,"I caught a hermit crab! I think it wanted to be left alone!","Beige","Pink","Insect","InsectYadokari","https://acnhcdn.com/latest/BookInsectIcon/InsectYadokariCropped.png","The hermit crab is not an insect... Though it most certainly resembles one. Blech! It looks much like a spider—what with its creepy eyes and crawly legs—but is, in fact, a crustacean. As such, the hermit crab has 10 legs and also wears a shell. But it doesn't grow this shell itself. It slips its soft body into shells left behind by snails, you see, and moves into ever-larger ones as it grows. Talk about a strange way to make a home.","FtrInsectYadokari","https://acnhcdn.com/latest/FtrIcon/FtrInsectYadokariCropped.png",64,"Pet","Ins66","https://acnhcdn.com/latest/MenuIcon/Ins66.png","I70",NA,NA,"hermit crab","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",1000,"7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",NA,"1x1","25","Yes",0,NA,"Any weather","Disguised on shoreline"
NA,"I caught a honeybee! Ah, sweet success!","Yellow","Blue","Insect","InsectMitsubachi","https://acnhcdn.com/latest/BookInsectIcon/InsectMitsubachiCropped.png","Did you know it takes a team of honeybees working together to transform flower nectar into honey? Indeed, forager bees suck nectar from flowers into their ""honey stomachs"" and then fly it to the hive. Hive bees then chew the substance and spit it into the honeycomb, fluttering their wings to dry it out. Yes, you could say honey is a tasty tribute to the hard work of the humble honeybee. Oh! Oh my! You mustn't confuse my lengthy description for admiration! At the end of the day, honeybees are still insects, and thus still ghastly! A wee bit less ghastly than most, I admit.","FtrInsectMitsubachi","https://acnhcdn.com/latest/FtrIcon/FtrInsectMitsubachiCropped.png",64,"Pet","Ins11","https://acnhcdn.com/latest/MenuIcon/Ins11.png","I24",NA,NA,"honeybee","8 AM – 5 PM",NA,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,200,NA,NA,"8 AM – 5 PM",NA,"8 AM – 5 PM",NA,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"1x1","30","No",0,NA,"Any except rain","Flying near flowers"
NA,"I caught a horned atlas! I didn't even need a map!","Black","Black","Insect","InsectKohkasasuohkabuto","https://acnhcdn.com/latest/BookInsectIcon/InsectKohkasasuohkabutoCropped.png","Beware the horned atlas! I tell you, this rhinoceros beetle is known for its violent temperament! The males use the three large horns on their heads to fight amongst each other for dominance. But it is their young that truly give me the cold sweats. You see, their larvae grow quite large and, worst of all...they bite! It is the stuff of nightmares, I say.","FtrInsectKohkasasuohkabuto","https://acnhcdn.com/latest/FtrIcon/FtrInsectKohkasasuohkabutoCropped.png",64,"Pet","Ins52","https://acnhcdn.com/latest/MenuIcon/Ins52.png","I63",NA,NA,"horned atlas",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","2","Yes",100,NA,"Any weather","On palm trees"
NA,"I caught a horned dynastid! I'd hate to hear it honk that schnoz!","Brown","Black","Insect","InsectKabutomushi","https://acnhcdn.com/latest/BookInsectIcon/InsectKabutomushiCropped.png","The horned dynastid's head is shaped like a samurai warrior's helmet, hootie-hoo! It would be a most impressive fact if their large size wasn't so horrifying! Adult males use their huge horned heads for fighting and digging, while the females have no such need. As for their larvae and pupae, they too are quite large and feed on rotting wood at a tremendous pace. A foul feast, indeed!","FtrInsectKabutomushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectKabutomushiCropped.png",64,"Pet","Ins51","https://acnhcdn.com/latest/MenuIcon/Ins51.png","I62",NA,NA,"horned dynastid",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,1350,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","35","Yes",0,NA,"Any weather","On trees (any kind)"
NA,"I caught a horned elephant! I think it's too small to ride...","Beige","Black","Insect","InsectZoukabuto","https://acnhcdn.com/latest/BookInsectIcon/InsectZoukabutoCropped.png","The horned elephant beetle certainly lives up to its namesake. Not only does the horn on its head resemble the trunk of an elephant... It is also one of the heaviest beetles in the world! Size aside, allow me to reveal the real reason I find horned elephant beetles so repugnant... Their backs are covered in a fine coat of hair! Hirsute beetles! Hoot! The horror!","FtrInsectZoukabuto","https://acnhcdn.com/latest/FtrIcon/FtrInsectZoukabutoCropped.png",64,"Pet","Ins53","https://acnhcdn.com/latest/MenuIcon/Ins53.png","I64",NA,NA,"horned elephant",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","2","Yes",100,NA,"Any weather","On palm trees"
NA,"I caught a horned hercules! Guess I was stronger!","Yellow","Black","Insect","InsectHerakuresuohkabuto","https://acnhcdn.com/latest/BookInsectIcon/InsectHerakuresuohkabutoCropped.png","The horned hercules is not only known for its tremendous strength, but for its size as well. It can grow up to seven-inches long and has powerful pincers covered in hair that help with gripping! As if this weren't ghastly enough, these behemoth beetles let loose a foul odor that fends off enemies... And offends my sense of smell.","FtrInsectHerakuresuohkabuto","https://acnhcdn.com/latest/FtrIcon/FtrInsectHerakuresuohkabutoCropped.png",64,"Pet","Ins54","https://acnhcdn.com/latest/MenuIcon/Ins54.png","I65",NA,NA,"horned hercules",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","1","Yes",100,NA,"Any weather","On palm trees"
NA,"I caught a jewel beetle! It's a real gem!","Green","Black","Insect","InsectTamamushi","https://acnhcdn.com/latest/BookInsectIcon/InsectTamamushiCropped.png","The green shimmer of the jewel beetle's wings is nothing short of nauseating...yes? No? Well, so says you. Though...jewel beetles were once prized by collectors who turned their iridescent wings into pretty jewelry. Why anyone would want to wear bug parts on their body is beyond me. Fashion foul indeed.","FtrInsectTamamushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectTamamushiCropped.png",64,"Pet","Ins44","https://acnhcdn.com/latest/MenuIcon/Ins44.png","I45",NA,NA,"jewel beetle","All day","All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,NA,2400,NA,NA,"All day","All day","All day",NA,NA,NA,NA,"All day","All day",NA,NA,"1x1","5","Yes",20,NA,"Any except rain","On tree stumps"
NA,"I caught a ladybug! Sorry to disturb you, ma'am.","Red","Green","Insect","InsectTentoumushi","https://acnhcdn.com/latest/BookInsectIcon/InsectTentoumushiCropped.png","Yes. Yes. Ladybugs are quite beloved thanks to their tiny round shape and adorable spots. To that I say BAH! The fact of the matter is, some have stripes instead of spots. And SOME have no markings at all! No, I shall never understand why it is said that when a ladybug lands on you...you'll have good luck. I shall only have a fainting spell.","FtrInsectTentoumushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectTentoumushiCropped.png",64,"Pet","Ins37","https://acnhcdn.com/latest/MenuIcon/Ins37.png","I43",NA,NA,"ladybug","8 AM – 5 PM",NA,NA,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"8 AM – 5 PM",NA,200,"8 AM – 5 PM",NA,"8 AM – 5 PM",NA,NA,NA,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"1x1","40","No",0,NA,"Any except rain","On flowers"
NA,"I caught a long locust! Or, as I call it, a looooocust.","Green","Blue","Insect","InsectShoryobatta","https://acnhcdn.com/latest/BookInsectIcon/InsectShoryobattaCropped.png","As if the average locust weren't large enough...we must suffer the long locust too! The wretched beasts are known for their unusually long hind legs as well as their elongated heads. But that is hardly the long locusts' worst trait... I tell you, they spit brown goo when they're scared!","FtrInsectShoryobatta","https://acnhcdn.com/latest/FtrIcon/FtrInsectShoryobattaCropped.png",64,"Pet","Ins13","https://acnhcdn.com/latest/MenuIcon/Ins13.png","I16",NA,NA,"long locust","8 AM – 7 PM","8 AM – 7 PM",NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM",NA,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",200,"8 AM – 7 PM",NA,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",NA,NA,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",NA,NA,"1x1","50","Yes",0,NA,"Any weather","On the ground"
NA,"I caught a Madagascan sunset moth! Wow, you're not from around here!","Green","Pink","Insect","InsectNishikiohtsubamega","https://acnhcdn.com/latest/BookInsectIcon/InsectNishikiohtsubamegaCropped.png","The Madagascan sunset moth is said to be the most beautiful moth in the world...a sentiment even I can't deny. While most moths are nocturnal, this one flutters about during the day, making good use of the light. That is, when the daylight reflects off its wings, a kaleidoscope of colors are revealed! Oh! Eh...too bad it has such startling red feet as a caterpillar. I might have found it almost tolerable otherwise. Almost, but not quite.","FtrInsectNishikiohtsubamega","https://acnhcdn.com/latest/FtrIcon/FtrInsectNishikiohtsubamegaCropped.png",64,"Pet","Ins79","https://acnhcdn.com/latest/MenuIcon/Ins79.png","I15",NA,NA,"Madagascan sunset moth","8 AM – 4 PM","8 AM – 4 PM",NA,NA,NA,"8 AM – 4 PM","8 AM – 4 PM",NA,"8 AM – 4 PM",NA,NA,"8 AM – 4 PM",2500,NA,NA,"8 AM – 4 PM","8 AM – 4 PM","8 AM – 4 PM",NA,NA,"8 AM – 4 PM",NA,"8 AM – 4 PM","8 AM – 4 PM",NA,NA,"1x1","5","Yes",20,NA,"Any except rain","Flying near flowers"
NA,"I caught a man-faced stink bug! Reminds me of my uncle!","Black","Orange","Insect","InsectJinmenkamemushi","https://acnhcdn.com/latest/BookInsectIcon/InsectJinmenkamemushiCropped.png","Never mind this stink bug's smell. What you have here is a bug...with a FACE...on its BACK!! Wot-wot! Simply put, the man-faced stink bug has markings on its shell that resemble a human face. Once you notice this face, you cannot UN-notice it. Indeed, this face might haunt you forever. At least the face will distract you from the stink.","FtrInsectJinmenkamemushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectJinmenkamemushiCropped.png",64,"Pet","Ins78","https://acnhcdn.com/latest/MenuIcon/Ins78.png","I42",NA,NA,"man-faced stink bug","7 PM – 8 AM","7 PM – 8 AM",NA,NA,NA,"7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",NA,"7 PM – 8 AM","7 PM – 8 AM",1000,"7 PM – 8 AM",NA,"7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",NA,NA,"7 PM – 8 AM",NA,"7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",NA,"1x1","20","Yes",20,NA,"Any except rain","On flowers"
NA,"I caught a mantis! Man, 'tis so cool!","Green","Green","Insect","InsectKamakiri","https://acnhcdn.com/latest/BookInsectIcon/InsectKamakiriCropped.png","Hoo! Don't let the mantis's angelic pose fool you...for it is truly monstrous. The mantis is known for its large size and tremendous strength...and for sickle-like arms that pack a punch. And though they tend to eat bugs and spiders...mantises have been known to dine on small animals too! And those eerie eyes! Oh my! Did you know it has five of them! Two big ones and three small! I shall faint if I think on it further...","FtrInsectKamakiri","https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriCropped.png",64,"Pet","Ins15","https://acnhcdn.com/latest/MenuIcon/Ins15.png","I22",NA,NA,"mantis","8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",430,"8 AM – 5 PM",NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"1x1","30","Yes",0,NA,"Any except rain","On flowers"
NA,"I caught a migratory locust! Things just went south for this guy!","Green","Orange","Insect","InsectTonosamabatta","https://acnhcdn.com/latest/BookInsectIcon/InsectTonosamabattaCropped.png","Ah yes, the lone migratory locust. It seems like such a harmless hopper as it bounces about in the grass. But beware! When these pests band together and travel in swarms, they leave devastation in their wake! Migratory locusts have gathered by the millions throughout history, wiping out crops and causing famine. That's why I always say, ""Never let a locust hang out with its friends!"". That is precisely how a plague begins.","FtrInsectTonosamabatta","https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaCropped.png",64,"Pet","Ins14","https://acnhcdn.com/latest/MenuIcon/Ins14.png","I17",NA,NA,"migratory locust",NA,"8 AM – 7 PM",NA,NA,NA,NA,NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",600,"8 AM – 7 PM",NA,NA,"8 AM – 7 PM",NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM",NA,NA,NA,NA,"1x1","10","Yes",20,NA,"Any weather","On the ground"
